1	15 
2	81 
3	24 
4	46 
5	38 
6	62 
7	82 
8	45 
9	17 
10	58 
11	38 
12	11 
13	42 
14	9 
15	22 
16	38 
17	43 
18	43 
19	43 
20	35 
21	1 
22	37 
23	37 
24	18 
25	28 
26	64 
27	73 
28	3 
29	29 
30	7 
31	45 
32	17 
33	78 
34	12 
35	17 
36	97 
37	85 
38	75 
39	3 
40	6 
41	11 
42	12 
43	9 
44	96 
45	26 
46	64 
47	5 
48	16 
49	59 
50	69 
51	45 
52	85 
53	40 
54	62 
55	30 
56	94 
57	54 
58	93 
59	93 
60	58 
61	52 
62	17 
63	22 
64	79 
65	56 
66	32 
67	52 
68	13 
69	38 
70	74 
71	80 
72	13 
73	59 
74	14 
75	2 
76	6 
77	27 
78	35 
79	49 
80	98 
81	57 
82	52 
83	8 
84	54 
85	76 
86	2 
87	92 
88	61 
89	31 
90	8 
91	79 
92	35 
93	27 
94	24 
95	49 
96	96 
97	51 
98	21 
99	52 
100	39 
101	92 
102	86 
103	23 
104	94 
105	76 
106	48 
107	69 
108	71 
109	75 
110	96 
111	32 
112	17 
113	11 
114	53 
115	70 
116	92 
117	95 
118	80 
119	97 
120	52 
121	86 
122	81 
123	46 
124	43 
125	74 
126	34 
127	2 
128	76 
129	11 
130	2 
131	80 
132	65 
133	75 
134	23 
135	97 
136	58 
137	48 
138	75 
139	94 
140	58 
141	67 
142	27 
143	81 
144	61 
145	58 
146	77 
147	22 
148	74 
149	23 
150	67 
151	70 
152	46 
153	6 
154	78 
155	59 
156	80 
157	50 
158	11 
159	39 
160	51 
161	97 
162	84 
163	46 
164	19 
165	84 
166	57 
167	72 
168	32 
169	88 
170	20 
171	26 
172	63 
173	5 
174	62 
175	26 
176	51 
177	60 
178	10 
179	62 
180	69 
181	63 
182	29 
183	41 
184	5 
185	19 
186	77 
187	42 
188	47 
189	10 
190	57 
191	77 
192	66 
193	24 
194	41 
195	73 
196	61 
197	25 
198	12 
199	69 
200	85 
201	61 
202	41 
203	53 
204	24 
205	3 
206	86 
207	28 
208	97 
209	21 
210	80 
211	20 
212	20 
213	92 
214	64 
215	82 
216	33 
217	67 
218	67 
219	10 
220	11 
221	87 
222	51 
223	89 
224	17 
225	39 
226	75 
227	60 
228	33 
229	28 
230	5 
231	92 
232	4 
233	22 
234	4 
235	16 
236	56 
237	79 
238	69 
239	2 
240	27 
241	56 
242	54 
243	20 
244	51 
245	9 
246	67 
247	47 
248	93 
249	44 
250	39 
251	40 
252	86 
253	59 
254	88 
255	82 
256	9 
257	64 
258	54 
259	35 
260	15 
261	29 
262	93 
263	72 
264	76 
265	7 
266	88 
267	58 
268	48 
269	84 
270	69 
271	48 
272	62 
273	39 
274	8 
275	53 
276	49 
277	75 
278	71 
279	30 
280	4 
281	55 
282	93 
283	27 
284	30 
285	47 
286	29 
287	60 
288	66 
289	55 
290	57 
291	9 
292	20 
293	94 
294	16 
295	28 
296	88 
297	89 
298	63 
299	10 
300	98 
301	45 
302	94 
303	19 
304	33 
305	9 
306	34 
307	76 
308	78 
309	59 
