1	1 
2	1 
3	6 
4	8 
5	1 
6	2 
7	4 
8	5 
9	9 
10	7 
11	7 
12	9 
13	7 
14	3 
15	4 
16	8 
17	3 
18	2 
19	2 
20	6 
21	6 
22	4 
23	8 
24	4 
25	9 
26	8 
27	7 
28	1 
29	9 
30	9 
31	1 
32	5 
33	9 
34	6 
35	7 
36	8 
37	3 
38	5 
39	4 
40	7 
41	8 
42	3 
43	5 
44	8 
45	2 
46	8 
47	4 
48	6 
49	1 
50	3 
51	8 
52	2 
53	2 
54	7 
55	3 
56	5 
57	3 
58	6 
59	9 
60	3 
61	8 
62	8 
63	7 
64	1 
65	6 
66	6 
67	4 
68	4 
69	9 
70	1 
71	5 
72	2 
73	9 
74	5 
75	1 
76	6 
77	4 
78	5 
79	4 
80	1 
81	5 
82	6 
83	4 
84	3 
85	8 
86	6 
87	7 
88	8 
89	1 
90	3 
91	9 
92	6 
93	9 
94	8 
95	9 
96	5 
97	3 
98	7 
99	8 
100	9 
101	3 
102	3 
103	9 
104	4 
105	8 
106	6 
107	9 
108	3 
109	1 
110	8 
111	9 
112	2 
113	4 
114	8 
115	3 
116	8 
117	8 
118	6 
119	3 
120	4 
121	3 
122	2 
123	7 
124	5 
125	7 
126	2 
127	5 
128	5 
129	3 
130	4 
131	3 
132	5 
133	8 
134	1 
135	1 
136	4 
137	1 
138	5 
139	6 
140	5 
141	9 
142	2 
143	2 
144	5 
145	6 
146	7 
147	1 
148	1 
149	4 
150	4 
151	9 
152	1 
153	4 
154	4 
155	4 
156	7 
157	4 
158	3 
159	5 
160	2 
161	4 
162	7 
163	2 
164	7 
165	7 
166	1 
167	7 
168	4 
169	9 
170	9 
171	4 
172	9 
173	4 
174	2 
175	9 
176	2 
177	5 
178	6 
179	2 
180	5 
181	4 
182	9 
183	8 
184	3 
185	8 
186	1 
187	4 
188	2 
189	2 
190	4 
191	3 
192	9 
193	8 
194	5 
195	1 
196	3 
197	9 
198	5 
199	4 
200	3 
201	3 
202	3 
203	7 
204	3 
205	1 
206	8 
207	2 
208	7 
209	8 
210	8 
211	2 
212	5 
213	7 
214	9 
215	5 
216	1 
217	9 
218	6 
219	3 
220	1 
221	3 
222	8 
223	2 
224	9 
225	7 
226	5 
227	9 
228	8 
229	5 
230	8 
231	2 
232	1 
233	7 
234	9 
235	9 
236	6 
237	6 
238	8 
239	6 
240	7 
241	9 
242	8 
243	9 
244	3 
245	9 
246	7 
247	6 
248	7 
249	7 
250	4 
251	2 
252	6 
253	3 
254	8 
255	6 
256	4 
257	7 
258	7 
259	3 
260	4 
261	6 
262	6 
263	7 
264	3 
265	7 
266	1 
267	8 
268	9 
269	6 
270	6 
271	1 
272	4 
273	6 
274	9 
275	7 
276	8 
277	6 
278	3 
279	3 
280	7 
281	4 
282	9 
283	6 
284	6 
285	9 
286	4 
287	6 
288	2 
289	8 
290	9 
291	6 
292	6 
293	9 
294	5 
295	8 
296	5 
297	4 
298	8 
299	8 
300	5 
301	3 
302	9 
303	9 
304	6 
305	8 
306	1 
307	7 
308	9 
309	9 
310	3 
311	6 
312	1 
313	3 
314	2 
315	2 
316	1 
317	3 
318	9 
319	7 
320	2 
321	7 
322	7 
323	6 
324	6 
325	2 
326	4 
327	8 
328	1 
329	7 
330	3 
331	5 
332	7 
333	9 
334	5 
335	9 
336	1 
337	8 
338	6 
339	9 
340	8 
341	5 
342	5 
343	7 
344	8 
345	2 
346	8 
347	7 
348	3 
349	1 
350	2 
351	2 
352	8 
353	3 
354	8 
355	9 
356	9 
357	9 
358	6 
359	1 
360	6 
361	2 
362	4 
363	2 
364	1 
365	9 
366	8 
367	1 
368	5 
369	8 
370	1 
371	2 
372	9 
373	1 
374	6 
375	7 
376	2 
377	8 
378	4 
379	9 
380	6 
381	3 
382	3 
383	3 
384	8 
385	7 
386	6 
387	9 
388	4 
389	5 
390	7 
391	3 
392	9 
393	7 
394	2 
395	6 
396	4 
397	7 
398	2 
399	7 
400	5 
401	3 
402	9 
403	1 
404	8 
405	1 
406	2 
407	1 
408	7 
409	2 
410	6 
411	2 
412	2 
413	8 
414	3 
415	4 
416	7 
417	2 
418	7 
419	9 
420	2 
421	4 
422	1 
423	9 
424	4 
425	1 
426	2 
427	9 
428	3 
429	7 
430	4 
431	7 
432	7 
433	5 
434	3 
435	3 
436	7 
437	9 
438	1 
439	7 
440	7 
441	4 
442	5 
443	2 
444	8 
445	6 
446	9 
447	5 
448	9 
449	3 
450	7 
451	3 
452	4 
453	5 
454	1 
455	2 
456	1 
457	3 
458	5 
459	2 
460	8 
461	5 
462	9 
463	8 
464	7 
465	9 
466	9 
467	7 
468	4 
469	9 
470	4 
471	9 
472	7 
473	1 
474	2 
475	7 
476	4 
477	6 
478	4 
479	6 
480	7 
481	6 
482	2 
