network_k_10	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_10	10	-0.0021092	-0.013348800000000003	-0.0183974	-0.0122964	-0.019908199999999997	-0.014280800000000001	-0.0168682	-0.014726800000000002	-0.0182222	-0.0183496	-0.0145586	-0.0059214	-0.012298	-0.009604999999999999	-0.014039199999999998	-0.012642400000000002	-0.027437	-0.019159799999999998	-0.012786	-0.010906599999999999	-0.006511599999999999	-0.0139376	-0.010727800000000001	-0.0091238	-0.006521399999999999	-0.0184904	-0.031607199999999995	-0.0362696
network_k_10	20	0.0004078	-0.0251604	-0.021049000000000002	-0.0201466	-0.0164818	-0.025311	-0.013098599999999998	-0.0239868	-0.0226196	-0.0286524	-0.022114599999999998	-0.020264200000000003	-0.013399	-0.017555599999999998	-0.025128400000000002	-0.012682599999999999	-0.0457986	-0.024296400000000003	-0.0216684	-0.0133426	-0.007483000000000001	-0.005258199999999999	-0.014141	-0.0122992	-0.014799200000000002	-0.0506272	-0.0335506	-0.0812428
network_k_10	30	0.0072326000000000005	-0.030889800000000002	-0.0299334	-0.0182974	-0.020664599999999998	-0.020968399999999998	-0.0098204	-0.009837599999999998	-0.0192954	-0.018323	-0.0260458	-0.0224474	-0.0161616	-0.008695	-0.020487	-0.012460200000000001	-0.054801	-0.0530976	-0.05147879999999999	-0.010615199999999998	-0.010335	0.003034	-0.0196262	-0.020654	-0.006601	-0.0470674	-0.069618	-0.15366220000000003
network_k_10	40	0.014700000000000001	-0.013910800000000001	-0.0197962	-0.020805200000000003	-0.0187182	-0.0195068	-0.011597199999999998	-0.012836400000000001	-0.013128399999999998	-0.014571800000000001	-0.0169226	-0.015116600000000003	-0.0131962	-0.010159999999999999	-0.0070646	-0.012362	-0.10197280000000002	-0.11194820000000001	-0.032102	-5.599999999999997e-05	-0.0085552	-0.0065574	-0.022514399999999997	-0.005980999999999999	-0.0158598	-0.0634374	-0.1293574	-0.1928124
network_k_10	50	0.0195296	-0.0112654	-0.009973600000000001	-0.0075576	-0.0074708	-0.0056138	-0.0019592000000000004	-0.008452200000000002	-0.0111462	-0.0103642	-0.0054474	0.0008	-0.00011719999999999995	-0.0088326	0.0007696000000000002	-0.010662600000000001	-0.0525188	-0.16508620000000002	-0.1389908	-0.0054992	-0.002732	-0.0062486	-0.015560599999999999	-0.0063592	-0.0059332	-0.0814128	-0.16885180000000002	-0.1855562
network_k_10	60	0.023258400000000002	-0.0011741999999999998	-0.0027312000000000005	0.0030416	-0.00013200000000000053	-0.0036563999999999998	-0.0032602000000000004	0.0091332	0.0084794	-3.1199999999999634e-05	-0.007549	0.0031060000000000007	0.0068822	0.006259000000000001	0.0036580000000000002	-0.00031459999999999995	-0.1395494	-0.097056	-0.12508619999999998	-0.0037925999999999993	0.0086998	0.0088496	-0.0144952	-0.005466	0.0058694	-0.1324136	-0.1465998	-0.1791758
network_k_10	70	0.031667	0.011381400000000002	0.0073344	0.006118	0.006632799999999999	0.010095799999999999	0.014225400000000003	0.0159518	0.0092554	0.011568400000000001	0.007269200000000001	0.013512199999999999	0.0191308	0.0135998	0.012144400000000001	0.012936599999999998	-0.17763	-0.1558342	-0.1783408	0.012909799999999999	0.012950800000000002	0.019032600000000004	-0.018183599999999998	0.0077946000000000005	0.007657799999999999	-0.13298159999999998	-0.1719376	-0.17595299999999997
network_k_10	80	0.028634	0.020482800000000002	0.019230000000000004	0.022076199999999997	0.019651599999999998	0.021556399999999996	0.021351199999999997	0.0200934	0.0194512	0.022196200000000003	0.017714599999999997	0.02116	0.020608	0.0273218	0.0241808	0.02284	-0.1757412	-0.17495380000000002	-0.1759346	0.0142698	0.013369599999999999	0.0114744	-0.007216199999999999	0.007265999999999999	0.0098884	-0.1579284	-0.18245920000000002	-0.16099799999999997
network_k_10	90	0.02803	0.029343800000000003	0.026331	0.030043399999999998	0.0305118	0.026738399999999996	0.0219514	0.026441799999999998	0.031018	0.0207102	0.025826599999999998	0.0185546	0.025228399999999995	0.0280992	0.031295	0.030180600000000002	-0.1692186	-0.14994999999999997	-0.1532288	0.0073127999999999995	0.016560599999999998	0.014228399999999999	-0.016051	0.007455399999999999	0.012608	-0.1542858	-0.1684844	-0.1541312
network_k_10	100	0.0142988	0.015481600000000002	0.0171884	0.0095418	0.017640799999999998	0.0186998	0.017171	0.012731000000000001	0.0237424	0.027717400000000003	0.019803400000000002	0.023230000000000004	0.0201188	0.0205918	0.014347000000000002	0.0277648	-0.1679242	-0.1634418	-0.1578622	0.0061462	0.013355	0.008977200000000001	-0.016089399999999997	0.008793200000000001	-0.0041123999999999996	-0.1744044	-0.17923	-0.1552154

network_k_25	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_25	10	0.013959599999999999	-0.0185446	-0.0004482000000000003	-0.005671999999999999	-0.005605799999999999	-0.0081912	-0.005739	-0.0175118	-0.011937599999999998	-0.0015528	-0.013625199999999999	0.0003755999999999999	0.005206199999999999	0.012791799999999997	0.0158856	-0.006890599999999999	-0.029714399999999995	-0.0207134	-0.03958299999999999	0.0010207999999999994	0.013153799999999998	-0.0393496	-0.029635999999999996	-0.0019052	-0.010836	-0.0689578	-0.08775340000000001	-0.09979220000000001
network_k_25	20	0.0335356	-0.001731	0.008352599999999998	0.0179026	0.007344400000000001	0.0086202	0.011972600000000002	0.0216632	0.0271752	0.015264	0.012786999999999998	0.0180808	0.0126058	0.016149	0.014901600000000001	0.0123608	-0.0530722	-0.0515056	-0.041999999999999996	0.0122278	0.026351999999999997	-0.0554546	-0.0224802	0.0021516	-0.0019768	-0.1073696	-0.14480239999999997	-0.2059036
network_k_25	30	0.04091499999999999	0.0255844	0.03099140000000001	0.037556400000000004	0.037550599999999996	0.032402	0.033728999999999995	0.03228740000000001	0.034933599999999995	0.030158	0.029371199999999997	0.028560000000000002	0.0320002	0.028806	0.027965	0.039290599999999995	-0.0634872	-0.071689	-0.070138	0.0140588	0.0110296	-0.0777814	-0.027151799999999997	0.022547000000000005	0.0210258	-0.1657726	-0.1593794	-0.2136564
network_k_25	40	0.027519400000000006	0.024769199999999998	0.026751999999999998	0.0265548	0.0258682	0.025991400000000005	0.022054800000000003	0.026238	0.0263966	0.026472600000000002	0.0258638	0.023189	0.0214712	0.0262456	0.026364	0.027411	-0.09085039999999998	-0.086065	-0.09496000000000002	-0.0009096000000000003	-0.0194918	-0.09583879999999999	-0.051217200000000004	-0.015438400000000001	-0.012759199999999998	-0.20817199999999997	-0.2305758	-0.20564339999999998
network_k_25	50	0.0117742	0.007542200000000001	0.0028052	0.0036888000000000003	-0.010422200000000003	0.0034804000000000002	0.0082634	0.0090814	0.0079168	0.0025450000000000004	0.0086292	0.0095324	0.0090128	0.0020054	0.0084162	0.006595799999999999	-0.1239076	-0.100392	-0.1319018	-0.018004600000000003	-0.028350399999999998	-0.1216826	-0.0583754	-0.025861599999999995	-0.0490722	-0.17433099999999999	-0.19987380000000002	-0.197295
network_k_25	60	-0.0089944	-0.026407400000000004	-0.0138018	-0.0131278	-0.0231468	-0.011472	-0.0107646	-0.006451	-0.010090199999999999	-0.005477599999999999	-0.0028698	-0.00821	-0.0119486	-0.0081286	-0.005777	-0.0025700000000000002	-0.10883000000000001	-0.1182576	-0.10507119999999999	-0.0406694	-0.0462702	-0.12002540000000002	-0.07607900000000001	-0.058794400000000004	-0.05176879999999999	-0.18859399999999998	-0.2009412	-0.1813628
network_k_25	70	-0.024642	-0.028116000000000002	-0.0371284	-0.036918999999999993	-0.030277599999999998	-0.031320799999999996	-0.0212494	-0.032601399999999996	-0.034813	-0.015791000000000003	-0.015351799999999999	-0.0240938	-0.0158994	-0.030232000000000002	-0.0213886	-0.028196	-0.1214818	-0.1171904	-0.11686540000000001	-0.0648754	-0.0584012	-0.13884059999999998	-0.07749919999999999	-0.06637459999999999	-0.0579558	-0.1675788	-0.18732120000000002	-0.1906776
