network_k_10	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_10	10	0.516984	0.5932426000000001	0.5941658	0.5834984000000001	0.5830962000000001	0.5861066	0.5994138	0.5813226	0.5878026000000001	0.5900996000000001	0.5849548	0.5936069999999999	0.5908589999999999	0.592779	0.6021273999999999	0.594928	0.4867212	0.49667880000000003	0.4940146	0.469773	0.21720480000000003	0.1870052	0.6018206000000001	0.5918836	0.5369528000000001	0.572287	0.5686207999999999	0.567158
network_k_10	20	0.6141042	0.7168682	0.6985368000000001	0.7000208	0.7125446	0.7075834	0.7156694	0.7099316	0.7087391999999999	0.7088192	0.7037917999999999	0.7110832	0.7100508000000001	0.7156626000000001	0.7148390000000001	0.7161911999999999	0.6002782	0.5999869999999999	0.604411	0.6792038	0.4383232	0.37282099999999996	0.7229432	0.717729	0.7028656	0.6736272	0.6829685999999999	0.682449
network_k_10	30	0.6732212	0.7872626	0.776388	0.7747876	0.7829638	0.774071	0.7808414000000001	0.7783807999999999	0.7753192	0.7816753999999999	0.7768705999999999	0.7830638000000001	0.7819991999999999	0.778818	0.7812606	0.7806306000000001	0.663676	0.6630884	0.6647622	0.7627995999999999	0.5916294	0.5297107999999999	0.7887904	0.784511	0.7845958000000001	0.7360194	0.7477670000000001	0.749285
network_k_10	40	0.7336043999999999	0.8352433999999999	0.8298866	0.82682	0.8302294	0.8304132	0.8290152	0.829027	0.8248481999999999	0.834322	0.8316189999999999	0.831132	0.8332432000000001	0.8264288000000001	0.8329146	0.8295064	0.7021222	0.70397	0.7052842	0.8290181999999999	0.7373846000000001	0.6292802	0.8397686	0.8377108	0.8348624000000001	0.7846142	0.797582	0.7980406
network_k_10	50	0.7975062	0.8732512	0.8743486	0.8678158	0.8751718	0.8725442000000001	0.8741173999999999	0.868731	0.8691006	0.8713362	0.8724128	0.8707714	0.8721166	0.8736186	0.8714879999999999	0.8676139999999999	0.7333694	0.7319355999999999	0.7287616	0.8780426	0.8375874	0.7347824000000001	0.8793398	0.8807196000000002	0.8782105999999998	0.822016	0.8370814	0.8417338000000001
network_k_10	60	0.8542248000000001	0.9071328	0.9106764	0.9077225999999999	0.9076658	0.9069522000000001	0.9083842000000001	0.9089856	0.9053039999999999	0.9092328000000001	0.9093055999999999	0.9080706000000001	0.9077776	0.9021884	0.9096978	0.9096233999999999	0.7523154	0.7519395999999999	0.7481904	0.9166234	0.9048795999999999	0.8344560000000001	0.9150016000000001	0.9176034	0.9161946000000001	0.8478125999999999	0.8669225999999999	0.8713928000000001
network_k_10	70	0.91382	0.9370006	0.9412240000000001	0.9356306	0.9345462000000001	0.9373854000000001	0.9377552	0.94146	0.9338835999999999	0.9386334	0.9372782000000001	0.9415526	0.9391320000000001	0.9363442000000001	0.9369622	0.9360175999999999	0.7577738	0.7586846000000002	0.7568073999999999	0.9476536	0.9438711999999999	0.913225	0.947929	0.9473103999999999	0.9486758	0.8668948000000001	0.8858701999999999	0.8887940000000001
network_k_10	80	0.9667848000000001	0.9596244	0.9617162	0.9569224000000001	0.9573997999999999	0.9581444000000001	0.9603724	0.9579782	0.9562007999999999	0.9581858000000001	0.9597034000000001	0.9563268	0.9597178	0.957838	0.9539761999999999	0.9589882	0.7580414	0.7578082	0.7578376	0.9727276	0.964751	0.9665576	0.9723842000000001	0.9747085999999999	0.9741527999999999	0.870668	0.8860342000000001	0.8961564
network_k_10	90	0.990712	0.9677154	0.9744384	0.9627981999999999	0.9710894	0.9719478	0.9678376	0.9701444	0.9679866	0.9664906	0.9715136000000001	0.9688079999999999	0.9700406000000001	0.9707478	0.967337	0.970172	0.7542646000000001	0.7537444	0.7548442	0.9814485999999999	0.9731168	0.9751328000000001	0.9877302	0.9904434	0.9889402	0.8717618	0.8860068	0.8847486
network_k_10	100	0.9727114	0.9673152	0.9752076000000001	0.9723238000000001	0.9683556	0.9692766	0.9707571999999999	0.9702417999999999	0.964963	0.9701550000000001	0.9664194	0.9709836	0.9684329999999999	0.9701261999999999	0.9686294	0.9714812	0.7463892	0.7459709999999999	0.7460568000000001	0.9801855999999999	0.9733664000000001	0.9723906	0.9791052	0.9788412000000001	0.9794253999999999	0.8587681999999999	0.8746447999999999	0.878027
