network_k_10	cluster_num	spectral_clustering	node2vec_64d	node2vec_64d_p1_q2	node2vec_64d_p1_q0.5	node2vec_64d_p2_q1	node2vec_64d_p0.5_q1	node2vec_128d	node2vec_128d_p1_q2	node2vec_128d_p1_q0.5	node2vec_128d_p2_q1	node2vec_128d_p0.5_q1	node2vec_256d	node2vec_256d_p1_q2	node2vec_256d_p1_q0.5	node2vec_256d_p2_q1	node2vec_256d_p0.5_q1	DeepWalk_64d	DeepWalk_128d	DeepWalk_256d	GAE_64d	GAE_128d	GAE_256d	VGAE_64d	VGAE_128d	VGAE_256d	Graphsage_64d	Graphsage_128d	Graphsage_256d
network_k_10	10	0.7064432	0.7698191999999999	0.7808326	0.7595276	0.7513726000000001	0.7649746000000001	0.7855952	0.7570872000000002	0.7649838000000001	0.7665704	0.7619152	0.7687032	0.7750925999999999	0.7765618	0.7813302	0.7753472	0.7213516	0.7385352	0.7359602000000001	0.6620815999999999	0.33057939999999997	0.252041	0.796735	0.79091	0.7397294	0.8201948	0.8251010000000001	0.8271521999999999
network_k_10	20	0.7489106	0.8409782	0.824467	0.8227079999999999	0.8337729999999999	0.8337591999999999	0.841493	0.8354249999999999	0.8313582	0.8312056	0.8273358	0.8388439999999999	0.8388076	0.8404958	0.8347192	0.8422528	0.791106	0.7867198	0.7893232	0.8288108000000001	0.6186254	0.4917375999999999	0.853163	0.8520654000000001	0.8442511999999999	0.860023	0.8734486	0.8772966
network_k_10	30	0.7674338	0.8657788	0.8556858	0.8530177999999999	0.8597006	0.8503824	0.8589220000000001	0.8576574000000001	0.8556454	0.8587494	0.8554192	0.862593	0.8596014000000001	0.8567081999999999	0.8600848000000001	0.8600702	0.8046583999999999	0.8036563999999998	0.803729	0.8573758	0.7430269999999999	0.6407900000000001	0.8669321999999999	0.8675139999999999	0.8676494	0.8748518000000001	0.889348	0.8914070000000001
network_k_10	40	0.7950444000000001	0.8721242	0.8704196	0.8662380000000001	0.8695257999999999	0.8684886	0.8689902	0.8701334	0.8652612	0.8742624000000001	0.8696683999999999	0.8724339999999999	0.8710666	0.8675577999999999	0.8744744000000001	0.8696819999999998	0.8046816	0.804613	0.8082904000000001	0.8740164	0.8358399999999999	0.7418891999999999	0.8757590000000001	0.8766170000000001	0.8759142000000001	0.8836944000000001	0.8963336	0.8979966000000001
network_k_10	50	0.8210984	0.876914	0.8770588	0.8697032	0.8778658	0.8750966	0.8764517999999999	0.8739053999999999	0.872806	0.8770438	0.8747228	0.8764253999999999	0.876315	0.8749836	0.8763213999999999	0.8732224000000001	0.7936226	0.7947532	0.7930388	0.8778320000000001	0.8682378	0.8073154	0.8791359999999999	0.8801228	0.8806944	0.8879328	0.8993594	0.9014935999999999
network_k_10	60	0.8410588000000001	0.8778374	0.8797346000000001	0.8763694000000001	0.8791926	0.8746072	0.8783277999999999	0.880509	0.8761758000000001	0.8785506	0.8784226	0.8779921999999999	0.8764264	0.8747052	0.8787476	0.8801278	0.7805539999999999	0.7806561999999999	0.7726198	0.8800692	0.8784798	0.852192	0.8775767999999999	0.8823976	0.8828964000000001	0.8860028	0.8983115999999999	0.8972827999999999
network_k_10	70	0.8607723999999999	0.8724057999999999	0.8788271999999999	0.8710574	0.873492	0.8718079999999999	0.8709876000000001	0.8792412000000001	0.8724428	0.8778030000000001	0.872447	0.8781791999999999	0.875633	0.874668	0.8755084	0.8752272	0.7499942	0.7559306	0.756384	0.8776905999999999	0.8734868	0.8668457999999999	0.8821298000000001	0.8812713999999999	0.8813122	0.8749081999999999	0.8905564	0.8899237999999998
network_k_10	80	0.8763698	0.8584448	0.862222	0.8610302000000001	0.8568621999999999	0.8610058	0.8623008000000001	0.8620554	0.8518037999999999	0.8599156000000001	0.8659611999999999	0.854932	0.8660941999999998	0.8563367999999999	0.8478284	0.863062	0.7245012	0.7260752	0.7223615999999999	0.8763770000000001	0.8602000000000001	0.8687462	0.8743014	0.878173	0.8776192	0.8517026	0.8665306000000002	0.8641365999999999
network_k_10	90	0.8665112	0.8323138	0.8468966	0.8237501999999999	0.839996	0.8399150000000001	0.8359897999999999	0.843437	0.8363967999999999	0.8303564	0.8384226	0.8321424000000001	0.8409106	0.8367376	0.8263686	0.8412396	0.6937346	0.6944584	0.6949491999999999	0.8478136000000001	0.8352281999999999	0.8399574	0.8581944	0.8636687999999999	0.8590591999999999	0.8322134	0.8473886	0.8311562
network_k_10	100	0.8126496	0.7971382	0.8184340000000001	0.8121534	0.8001338	0.8128276	0.8053866000000001	0.8023317999999999	0.798088	0.8112130000000001	0.8013446	0.8084752	0.8027067999999999	0.8056502	0.8054349999999999	0.8069006	0.660882	0.6605944000000001	0.6640136	0.8169997999999999	0.8051655999999999	0.7998634000000001	0.8087760000000002	0.8081712	0.8097336	0.8092041999999999	0.8184663999999999	0.8184290000000001
