1	17	8.69233
1	18	8.68335
1	20	8.03475
1	24	8.80717
1	25	8.68729
1	27	8.68228
1	29	8.68443
1	36	8.8181
1	45	8.73792
1	48	8.73683
1	52	8.73404
1	53	8.73939
1	55	8.73395
1	62	8.86964
1	68	8.84948
1	70	8.73916
1	76	8.77584
1	79	8.7959
1	84	8.77412
1	89	8.78675
1	92	8.78866
1	106	8.95068
1	116	8.82643
1	117	8.95327
1	120	8.82888
1	124	8.949
1	133	8.98943
1	135	9.00371
1	136	8.87285
1	137	9.19409
1	142	8.9976
1	149	8.87201
1	156	8.99879
1	161	8.8737
1	167	8.87131
1	168	8.88202
1	178	9.03604
1	179	9.04048
1	180	9.03984
1	185	9.04126
1	193	9.03067
1	198	9.03535
1	201	9.03545
1	207	8.96065
1	210	8.95575
1	218	8.95774
1	219	9.07806
1	227	8.95903
1	228	9.07678
1	237	9.11994
1	240	9.12075
1	243	9.0034
1	244	9.12081
1	251	9.11278
1	256	9.00207
1	272	9.16226
1	273	9.16005
1	276	9.16375
1	278	9.04727
1	283	9.20587
1	286	9.20307
1	290	9.20334
1	294	9.20404
1	296	9.20593
1	303	9.20631
1	309	9.20578
1	310	9.20456
1	319	9.24625
1	323	9.2462
1	325	9.24616
1	330	9.24614
1	331	9.24612
1	334	9.2461
1	357	9.40552
1	362	9.40552
1	440	9.44413
1	510	8.96969
1	655	9.30941
1	694	9.34431
1	848	9.29719
1	851	9.43928
2	17	8.69111
2	18	8.68213
2	25	8.68607
2	27	8.68106
2	29	8.68321
2	34	8.68741
2	36	8.81688
2	45	8.7367
2	48	8.73561
2	51	8.72591
2	52	8.73282
2	53	8.73817
2	62	8.86842
2	68	8.84826
2	70	8.73794
2	76	8.77462
2	79	8.79468
2	89	8.78553
2	92	8.78744
2	106	8.94946
2	116	8.82521
2	117	8.95205
2	124	8.94778
2	125	7.27305
2	133	8.98821
2	136	8.87163
2	139	8.98755
2	142	8.99638
2	148	8.98705
2	149	8.87079
2	154	8.99157
2	156	8.99757
2	161	8.87248
2	167	8.87009
2	168	8.8808
2	170	8.99558
2	175	9.03568
2	178	9.03482
2	179	9.03926
2	180	9.03862
2	185	9.04004
2	198	9.03413
2	201	9.03423
2	207	8.95943
2	210	8.95453
2	218	8.95652
2	219	9.07684
2	227	8.95781
2	228	9.07556
2	237	9.11872
2	240	9.11953
2	243	9.00218
2	244	9.11959
2	247	8.20999
2	256	9.00085
2	272	9.16104
2	273	9.15883
2	276	9.16253
2	278	9.04605
2	283	9.20465
2	286	9.20185
2	290	9.20212
2	294	9.20282
2	296	9.20471
2	303	9.20509
2	309	9.20456
2	310	9.20334
2	319	9.24503
2	323	9.24498
2	325	9.24494
2	330	9.24492
2	331	9.2449
2	334	9.24488
2	337	8.65545
2	357	9.4043
2	362	9.4043
2	685	9.61092
2	718	9.43229
2	929	10.4139
2	932	10.0036
2	985	9.50934
3	13	8.65558
3	26	8.67159
3	28	8.65598
3	32	8.66
3	38	8.69701
3	43	8.70208
3	44	8.70389
3	50	8.71021
3	59	8.70467
3	61	8.71283
3	65	8.71161
3	77	8.74592
3	82	8.76609
3	86	8.75231
3	90	8.7511
3	91	8.87865
3	94	8.87766
3	100	8.87396
3	101	6.91192
3	105	8.80288
3	109	8.92143
3	110	8.7922
3	122	8.92221
3	127	8.80442
3	131	8.96601
3	146	8.97307
