degree distribution (probability density function of the degree in logarithmic bins) 
82.3594	0.0356382
86.3023	0.0343916
90.5929	0.0288469
94.4468	0.0229777
98.5341	0.0205977
103.141	0.0221885
107.606	0.0141643
111.887	0.0199333
116.851	0.0198741
122.553	0.0160156

degree distribution (degree-occurrences) 
81	0.037
82	0.034
83	0.031
84	0.026
85	0.043
86	0.03
87	0.03
88	0.026
89	0.022
90	0.031
91	0.031
92	0.029
93	0.026
94	0.019
95	0.03
96	0.019
97	0.021
98	0.02
99	0.026
100	0.021
101	0.017
102	0.016
103	0.021
104	0.026
105	0.019
106	0.016
107	0.014
108	0.016
109	0.02
110	0.017
111	0.028
112	0.017
113	0.019
114	0.016
115	0.02
116	0.025
117	0.022
118	0.018
119	0.016
120	0.017
121	0.008
122	0.016
123	0.013
124	0.017
125	0.014


--------------------------------------
community distribution (size-occurrences)
83	0.3
86	0.1
102	0.2
103	0.1
107	0.1
114	0.1
137	0.1


--------------------------------------
mixing parameter (topology)
0.0879121	0.001
0.0898876	0.001
0.0909091	0.006
0.0919497	0.013
0.0930155	0.022
0.0943091	0.056
0.0955146	0.055
0.0965864	0.085
0.0977559	0.102
0.0989049	0.117
0.1	0.085
0.101105	0.096
0.102266	0.08
0.103489	0.073
0.10477	0.082
0.105949	0.056
0.107052	0.038
0.108357	0.017
0.109833	0.007
0.110972	0.008

--------------------------------------
mixing parameter (weights)
0.0995897	0.001
0.0996864	0.003
0.0997339	0.001
0.099758	0.009
0.0997947	0.015
0.0998327	0.026
0.0998715	0.056
0.0999077	0.092
0.0999458	0.207
0.0999847	0.272
0.100018	0.137
0.100056	0.084
0.100091	0.052
0.100129	0.017
0.10017	0.011
0.100207	0.008
0.100247	0.004
0.100278	0.003
0.100323	0.002

--------------------------------------
internal weights (weight-occurrences)
7.58182	0.000133583
7.90248	0.000289429
8.099	0.000756969
8.31208	0.00200374
8.53846	0.00398522
8.75945	0.0215068
8.96961	0.0567949
9.18753	0.102079
9.39884	0.109538
9.62085	0.102502
9.84321	0.0896562
10.0695	0.082376
10.2899	0.0838677
10.5048	0.0768768
10.7288	0.0670362
10.9538	0.0644091
11.1747	0.0624722
11.3903	0.0473773
11.6077	0.0212842
11.7881	0.00505388

--------------------------------------
external weights (weight-occurrences)
5.66582	0.00019972
6.35436	0.000399441
6.75316	0.00119832
7.10091	0.00639105
7.48733	0.0113841
7.86784	0.0279609
8.29535	0.0461354
8.67222	0.0766926
9.07364	0.094268
9.46889	0.117635
9.86321	0.134012
10.2599	0.121031
10.6677	0.120631
11.0701	0.0910725
11.4492	0.0647094
11.8496	0.0439385
12.23	0.0253645
12.6351	0.0097863
13.0066	0.00499301
13.4136	0.00219692
