1	787
1	998
2	987
3	863
3	954
5	712
5	797
7	632
8	999
9	886
9	998
11	922
11	988
12	790
12	972
13	715
13	849
14	386
14	805
14	824
14	947
15	869
16	703
17	982
18	695
18	799
18	980
18	988
18	994
18	998
19	713
19	886
19	980
19	998
20	802
20	973
21	713
22	880
22	998
23	839
24	485
24	869
25	984
27	445
28	907
29	450
31	479
31	1000
32	712
32	971
32	980
32	994
32	998
33	821
33	979
34	677
34	722
35	703
35	891
36	919
37	935
37	995
38	215
39	821
39	875
40	716
40	738
41	932
42	967
42	991
43	646
43	999
44	640
45	712
45	977
46	994
46	998
47	802
47	931
47	984
48	826
48	949
48	988
49	968
49	988
49	994
49	998
50	966
50	971
51	991
52	980
52	988
52	998
53	868
53	949
54	485
55	715
55	840
55	938
56	698
56	877
57	982
58	617
59	965
59	996
60	671
60	722
61	711
63	748
63	840
64	831
64	834
65	564
65	788
66	462
66	669
66	707
66	710
66	718
66	740
67	781
67	971
68	812
68	912
68	980
68	998
69	830
69	996
70	784
71	711
71	755
71	797
71	980
71	994
71	998
72	662
72	872
72	916
72	965
72	996
73	236
73	820
73	934
74	766
74	866
74	893
75	694
75	802
76	668
76	998
77	941
77	942
78	797
78	836
80	523
80	965
81	876
81	980
81	992
81	994
81	998
82	155
82	422
82	968
82	980
82	988
82	994
82	998
83	868
83	923
83	940
85	891
85	921
86	688
87	535
87	848
88	741
88	837
88	842
88	846
89	577
89	680
89	688
89	900
90	563
91	235
91	980
91	994
91	998
92	747
93	770
93	826
94	782
94	847
94	885
95	837
95	842
95	846
95	875
96	545
96	968
97	697
97	804
98	839
99	713
99	980
99	984
99	994
99	998
100	944
100	1000
101	443
101	449
102	521
102	915
102	923
102	980
102	998
104	960
104	965
104	966
104	969
104	977
104	987
104	996
105	932
105	933
105	934
105	960
105	965
105	966
105	969
105	977
105	987
105	996
106	841
106	908
106	930
106	965
106	987
106	995
106	996
107	669
107	791
107	942
108	959
109	879
109	903
109	930
109	941
109	943
109	948
109	968
109	980
109	984
109	988
109	994
110	650
110	912
110	931
110	961
110	968
110	980
110	988
110	994
110	998
111	445
111	780
111	992
112	875
113	839
113	879
113	910
113	960
113	965
113	966
113	969
113	977
113	987
113	996
114	971
114	975
114	981
114	982
114	985
114	988
114	989
114	991
114	992
116	966
116	975
116	981
116	982
116	985
116	989
116	991
116	992
117	971
117	981
117	982
117	985
117	989
117	991
117	992
118	935
120	960
120	965
120	966
120	969
120	977
120	987
120	996
121	740
121	837
121	841
121	842
121	846
121	887
123	688
124	485
124	712
124	968
124	980
124	994
124	1000
125	946
125	962
126	837
126	842
126	846
126	909
126	939
127	914
127	994
128	403
128	814
128	929
128	961
128	980
128	988
128	994
129	448
129	627
129	887
129	901
130	504
130	578
130	968
130	980
130	984
130	994
130	998
131	852
131	950
131	951
131	952
131	957
131	958
131	962
131	972
131	976
131	978
131	986
131	997
131	999
131	1000
132	863
132	875
133	948
133	981
133	985
133	989
134	474
134	737
134	878
135	870
135	957
135	962
135	972
135	976
135	978
135	986
135	987
135	997
135	999
